singer,name,lyrics,moodCat
吳岱林,到底,"['到底是什麼原因', '什麼關係', '才會讓我瞬間變得不能自已', '開始放棄', '開始逃避', '我自己', '不管是什麼原因', '什麼關係', '不會讓你再次入侵我的內心', '把感情結冰 燒成灰燼', '都可以', '為什麼這麼討厭自己', '為什麼尋找刺激', '也許只是空虛而已', '翻開你寫的所有日記似乎已沒有意義', '冰箱上殘留著的回憶', '空間還佈滿香氣', '也許只是想你而已', '有什麼理由可以讓我忘記你存在的過去', '活得風塵僕僕基本還是沒有用', '說得清清楚楚基本還是沒人懂', '想著你 想著他 想自己', '想一切分開的原因', '嘴上說的話', '不止一點保留', '最想說的話', '你卻無力感受', '埋下了頭', '藏起的手', '一轉身', '都沒有', '到底是什麼原因', '什麼關係', '才會讓我瞬間變得不能自已', '開始放棄', '開始逃避', '我自己', '不管是什麼原因', '什麼關係', '不會讓你再次入侵我的內心', '把感情結冰 燒成灰燼', '都可以', '為什麼這麼討厭自己', '為什麼尋找刺激', '也許只是空虛而已', '翻開你寫的所有日記似乎已沒有意義', '冰箱上殘留著的回憶', '空間還佈滿香氣', '也許只是想你而已', '有什麼理由可以讓我忘記你存在的過去', '活得風塵僕僕基本還是沒有用', '說得清清楚楚基本還是沒人懂', '想著你 想著他 想自己', '想一切分開的原因', '嘴上說的話', '不止一點保留', '最想說的話', '你卻無力感受', '埋下了頭', '藏起的手', '一轉身', '都沒有', '到底是什麼原因', '什麼關係', '才會讓我瞬間變得不能自已', '開始放棄', '開始逃避', '我自己', '不管是什麼原因', '什麼關係', '不會讓你再次入侵我的內心', '把感情結冰 燒成灰燼', '都可以']",哀
郭力,為什麼相愛不能在一起,"['早知道我們不能夠在一起', '為何還是偏偏對你著了迷', '你那迷人的眼神 我難以抗拒', '就這樣不知不覺的愛上你', '明知道這份情不能再繼續', '為何還要愛得那麼的徹底', '為你付出了真心 換來了淚滴', '心甘情願被你傷透我的心', '為什麼相愛不能在一起', '難道這是命中的註定', '你可知道我有多麼愛你', '我的生命裡不能沒有你', '為什麼相愛不能在一起', '偏偏變成了傷心的回憶', '多麼希望你能回心轉意', '重新再回到我的懷裡', '明知道這份情不能再繼續', '為何還要愛得那麼的徹底', '為你付出了真心 換來了淚滴', '心甘情願被你傷透我的心', '為什麼相愛不能在一起', '難道這是命中的註定', '你可知道我有多麼愛你', '我的生命裡不能沒有你', '為什麼相愛不能在一起', '偏偏變成了傷心的回憶', '多麼希望你能回心轉意', '重新再回到我的懷裡', '為什麼相愛不能在一起', '難道這是命中的註定', '你可知道我有多麼愛你', '我的生命裡不能沒有你', '為什麼相愛不能在一起', '偏偏變成了傷心的回憶', '多麼希望你能回心轉意', '重新再回到我的懷裡', '重新再回到我的懷裡']",愛
戴恩彩,表面張力,"['這城市少了一盞燈', '也絲毫不減損它的華麗', '大面積的黑暗烘托著霓虹的亮影', '這生活少了一些愛', '還不知道會有多麼不安', '大部分的真心都找不到相對應的愛', '你我都是畫面某個像素還想著要精彩', '我們要不要因為這樣就變得不再說愛', '誰虛偽著表面帶著無限的張力', '把誰跟誰全推開', '告訴自己那都不算真愛', '你別這樣自顧自憐又自艾', '誰虛偽著表面帶著無限的張力', '看世界都不平坦', '扭曲的眼光看不到真愛', '試著回到兒時的放鬆自在']",愛
林鴻璋,遠,"['彷彿回到了那天', '全世界都靜止的 一天', '對著星空許了願', '希望白雲會陪著 藍天', '假如時間只是個考驗', '人的耐性會否 多一點', '漫無目的也可以冒險', '雖然很危險 我學會妥協', '看似 遙遠', '其實沒那麼疲憊', '我們 各自 都有不同的體會', '成為 傀儡', '動作只僵了一些', '不用在乎 誰的心先枯萎', '彷彿回到了那天', '全世界都停止的 一天', '以為互相不虧欠', '怎麼我又在獨自 流淚', '假如腳步能放慢一點', '差距會否就少那一點', '結局已經無法再改變', '落幕那一刻 你早已走遠', '看似 遙遠', '其實沒那麼疲憊', '我們 各自 都有不同的體會', '成為 傀儡', '動作只僵了一些', '不用在乎 誰的心先枯萎', '人很 善變', '其實沒必要道歉', '承認輸了 也並不算 太可憐', '善意 謊言', '忘了是誰先改變', '電話撥通 什麼都 聽不見', '音樂製作 Credit:']",哀
渡鬼鬼,不自知,"['等待點亮孤獨深邃', '灰燼如何重新燃沸', '曾經為誰憔悴累累', '不是所有詩都 適合唯美', '多少浪花途徑礁石', '化身泡沫卻不自知', '眼淚跟著思念延遲', '成了哭泣文字', '我為你放下所有認真', '主動地冷卻餘溫', '化身一個陌路人', '自己卻抽身無門', '夜深露重 細數傷痕', '沒有人過問', '我為你放下所有固執', '在你的世界消失', '當有人提起你時', '假裝不相識 早知如此', '不該參與你的故事', '多少浪花途徑礁石', '化身泡沫卻不自知', '眼淚跟著思念延遲', '成了哭泣文字', '我為你放下所有認真', '主動地冷卻餘溫', '化身一個陌路人', '自己卻抽身無門', '夜深露重 細數傷痕', '沒有人過問', '我為你放下所有固執', '在你的世界消失', '當有人提起你時', '假裝不相識 早知如此', '不該參與你的故事', '我為你放下所有認真', '主動地冷卻餘溫', '化身一個陌路人', '自己卻抽身無門', '夜深露重 細數傷痕', '沒有人過問', '我為你放下所有固執', '在你的世界消失', '當有人提起你時', '假裝不相識 早知如此', '不該參與你的故事']",哀
HSO,FEEL MY FEEL,"['I am so lonely in my zone', '思想在放縱身體被放空yeah', 'Who can help me save my soul', 'Ffine we got deal 一個人承受', 'I am so lonely in my zone', '思想在放縱身體被放空yeah', 'Who can help me save my soul', 'Ffine we got deal 一個人承受', '以前從沒有想過', '片段腦海中朦朧閃過', '我承認是我的膽小懦弱', 'Fine we got deal從沒發生過', '置身極地中的孤島', '恐懼孤獨把我主導', '想要奮力發起脫逃', '可是移動不了分毫', '萬念俱灰', '心如死灰', 'Can u feel my feel ya', 'I am so cold', 'Can u know my feel', 'I am insecure', 'Can u feel me feel ya iam solonely', 'Can u feel my feel ya can u feelmy', '我只能怪自己 說出來做不到我能只怪自己', '怪自己沒能力 用盡了全力做也沒能留住你', '發呆看著鏡子鏡子裡面的人對我豎起中指', '時間正在流逝流逝紀念的人早已備受控制', '感受到了末日末日來襲我早已停留昨日', '沒有你的城市我身處這亂世 yeah yeah', '為何打擾我', '沒有你灑脫', 'I am so lonely in my zone', '思想在放縱身體被放空yeah', 'Who can help me save my soul', 'Ffine we got deal 一個人承受', '以前從沒有想過', '片段腦海中朦朧閃過', '我承認是我的膽小懦弱', 'Fine we got deal', 'Can u feel my feelya', 'I am so cold', 'Can u know my fell', 'I am insecure']",哀
謝佳會,1001,"['one thousand and one 一千零一回閉環', '哄你入睡的故事 我講了一千零一遍', '一千零一次晚安 不及他情話二三', '一千零一個夜裡 我多可憐', '未來要我們做多少打算', '我願陪你千千萬萬遍', '向神燈許下一千零一個願', '讓所有美好都與你相關', '可現實沒有童話那麼圓滿', '一千零一秒期盼 換不回你溫暖', '我不是誰筆下的王子和公主走散', '安徒生寫不出我的孤單', 'one thousand and one 一千零一回閉環', '哄你入睡的故事 我講了一千零一遍', '一千零一次晚安 不及他情話二三', '一千零一個夜裡 我多可憐', 'one thousand and one 一千零一個謊言', '我們所有的關聯 停在第一千零一天', '一千零一次陪伴 不及他一場表演', '請收回我許下的第一千零一個願', '未來要我們做多少打算', '我願陪你千千萬萬遍', '向神燈許下一千零一個願', '讓所有美好都與你相關', '可現實沒有童話那麼圓滿', '一千零一秒期盼 換不回你溫暖', '我不是誰筆下的王子和公主走散', '安徒生寫不出我的孤單', 'one thousand and one 一千零一回閉環', '哄你入睡的故事 我講了一千零一遍', '一千零一次晚安 不及他情話二三', '一千零一個夜裡 我多可憐', 'one thousand and one 一千零一個謊言', '我們所有的關聯 停在第一千零一天', '一千零一次陪伴 不及他一場表演', '請收回我許下的第一千零一個願', 'one thousand and one 一千零一回閉環', '哄你入睡的故事 我講了一千零一遍', '一千零一次晚安 不及他情話二三', '一千零一個夜裡 我多可憐', 'one thousand and one 一千零一個謊言', '我們所有的關聯 停在第一千零一天', '一千零一次陪伴 不及他一場表演', '請收回我許下的第一千零一個願']",哀
江灝,暫借,"['你推開我煮的咖啡', '說已經口味有改變', '但其實就在不久之前', '你喜歡泡沫下的苦澀', '送你在這下雨的街', '妳沒有和我一起並著肩', '就像是有什麼過節', '還是提醒應該要退卻', '情感都已經全部給你', '空虛時隨便來吧我可暫借', '我只是你的感情世界', '可有可無的一個小小角色', '情感都已經全部給你', '我也許可等你下個失眠夜', '我活在你感情的世界', '忘掉自己的一切', '送你在這下雨的街', '妳沒有和我一起並著肩', '就像是有什麼過節', '還是提醒應該要退卻', '情感都已經全部給你', '空虛時隨便來吧我可暫借', '我只是你的感情世界', '可有可無的一個小小角色', '情感都已經全部給你', '我也許可等你下個失眠夜', '我活在你感情的世界', '忘掉自己的一切', '情感都已經全部給你', '空虛時隨便來吧我可暫借', '我只是你的感情世界', '可有可無的一個小小角色', '情感都已經全部給你', '我也許可等你下個失眠夜', '我活在你感情的世界', '忘掉自己的一切']",怒
于梓貝,擁戴,"['承認現實虛擬 也決定了呼吸', '不想被愛拋棄 等個鄭重的迴應', '已經開始了嗎 不自然的表達', '想愛的光明正大 學著說真心話', '我不想去邊消遣 邊消費 邊犯規', '坦白說會很累', '我不想要模式化 程序化 的安慰', '坦白說不珍貴', '你不要 太虛偽 會拖累 會疲憊', '不小心真心變浪費', '愛與不愛之間不應該退無可退', '你是不是很意外 我是這麼的坦白', '把僵局這樣戳開 不難猜', '我還是學不會 違著心 享受現在', '你是不是很意外 原來我也會放開', '如果還沒那麼愛 不應該', '沒來由給我那麼重的擁戴', '承認現實虛擬 也決定了呼吸', '不想被愛拋棄 等個鄭重的迴應', '已經開始了嗎 不自然的表達', '想愛的光明正大 學著說真心話', '我不想去邊消遣 邊消費 邊犯規', '坦白說會很累', '我不想要模式化 程序化 的安慰', '坦白說不珍貴', '你不要 太虛偽 會拖累 會疲憊', '不小心真心變浪費', '愛與不愛之間不應該退無可退', '你是不是很意外 我是這麼的坦白', '把僵局這樣戳開 不難猜', '我還是學不會 違著心 享受現在', '你是不是很意外 原來我也會放開', '如果還沒那麼愛 不應該', '沒來由給我那麼重的擁戴']",愛
雷仔,旅程,"['沉澱因熟落 伴隨的酸澀', '拾起零散的青春', '翻攪著夜幕 模糊的銀河', '記憶早已 泛黃皺褶', '這是條漫漫洪流', '承載著你我 消磨了怒吼', '緊握腐朽 期望有盡頭', '我們都曾努力著 為幸福有時苦等', '在這段路程 跌得滿是傷痕', '愛應該還存在著 只是被悲傷投射', '和理智抗爭 感性卻流浪著', '別依依不捨 錯過 美好人生', '這是條漫漫洪流', '承載著你我 消磨了怒吼', '緊握腐朽 期望有盡頭', '我們都曾努力著 為幸福有時苦等', '在這段路程 跌得滿是傷痕', '愛應該還存在著 只是被悲傷投射', '和理智抗爭 感性卻流浪著', '別依依不捨 錯過', '沿著飄渺的路標', '奮力奔跑 多抓住一秒', '我們都曾努力著 為幸福有時苦等', '在這段路程 跌得滿是傷痕', '愛應該還存在著 只是被悲傷投射', '和理智抗爭 感性卻流浪著', '別依依不捨 錯過 美好人生', '愛不是佔有 不分你的我的']",愛
Quanzo,Fellow Kids Cypher,"['跟著芮鯊和wake up的wannasleep', '身邊的fellow kids都已出了名', '緋村 卡比 I need to 加把勁', 'Quanzo With Fellow Kids準備爬上山頂', '回到養育我的老學校和新人打個招呼', '穿梭到新的學院串起連結緊緊牢固', '如果是個馬拉松 不只走起更像是在跑步', '抬起頭再賣個態度 讓教授都說好酷', 'Wow verse 1', ""從無到無 ain't got nothing to lose"", '謀勒驚 aka suicide crew', '我的兄弟不多 但都會一起點頭', '說他又抄襲誰 你應該去用百度', '因為有太多話想講 所以才饒舌', '因為有太多想展現 他們說好扯', '染上了不同顏色 但未感到飽和', '舊的回歸新的straight up不用再做校正', ""有沒有淪陷 we don't really care"", '只要有人懂 台風就依然穩健', '全都靠苦練 純粹的心更不變', '端出上榜的好貨 至少得花上五頁', 'Team work 夢幻隊伍 freestyle有力道', 'Pure love show me now 押韻是我軸心腳', '其他板凳球員怎麼都在留言區吵', '該去抖音跳 不是人人都有心搞', 'What up fellows', '曾一起出發如今在頂端遇上fellows', ""I'm all ready 暖好身等待著下回合"", '從不扼腕學生社團上了電視供人辨識到各縣市傳唱遍世whoa', '還沒玩夠 每天都在熬夜', 'To my man Quanzo beat播了開始oh yeah', '打造三年締造傳說', '氣通丹田像喬巴吃了藍波', '2020公演破了pipe的人次新紀錄', '公館塞爆More than sold out全部都存到金幣庫', '青出於藍 每屆攏熊青 so fresh', '一手好牌 在我手心套至尊魔戒', '路上太多小丑老實說滿厭倦', '十年後看黑音遍佈音樂產業鏈', '台南到木柵的風景我真尬意', 'Last round wannasleep show me what ya got yeah', '一人的傭兵 有紀錄都是大勝', '記得給佣金 我幫你辦得盛大', '我出現場館都得滅火shout out to大正', '合江街都關不住我何況剛一半的政大', 'Fellows 這場賽局你是否找好座位', '職業的生涯長榮文字是我貨櫃', '全篇的今日頭條急著把我抽離', '做一場撼動世界的中場休息', '他們說睡醒就能奪冠', '最高品質日暮沒睡飽是國難', '沒想到這年頭睡眠也視同作戰', '別作亂 前線在抵著霍亂', '是敵是友事後 板蕩識忠臣', '仇恨裝進木馬市售 嘗試攻城', '當我再次關上門扉 勢必會封神', '活著待到物是人非 待到曲終人散']",喜
